"Price","Age_08_04","KM","HP","cc","Quarterly_Tax","Weight","Age2","weight2","Quarterly_Tax2","pred","Error"
7950,68,119289,110,1600,69,1035,4624,1071225,4761,7856.39432658416,93.6056734158383
10950,57,118833,110,1600,85,1065,3249,1134225,7225,9553.07425194002,1396.92574805998
9950,64,118000,72,2000,185,1150,4096,1322500,34225,8922.07471328783,1027.92528671217
8600,68,117955,110,1600,85,1065,4624,1134225,7225,8560.00444927633,39.9955507236718
7250,65,117609,86,1300,69,1015,4225,1030225,4761,7593.87557904379,-343.875579043785
6950,68,117000,72,2000,185,1115,4624,1243225,34225,7749.37466018043,-799.374660180432
8000,64,116000,86,1300,69,1045,4096,1092025,4761,8199.88530257993,-199.885302579929
9950,58,115715,110,1600,85,1070,3364,1144900,7225,9597.35048581295,352.649514187045
9450,60,115191,110,1600,197,1079,3600,1164241,38809,9658.89825361752,-208.898253617519
7950,68,115071,110,1600,85,1055,4624,1113025,7225,8418.35621499591,-468.356214995905
9450,63,115000,110,1600,197,1109,3969,1229881,38809,10021.8196687727,-571.81966877272
9950,64,114846,110,1600,85,1075,4096,1155625,7225,9141.93570287764,808.064297122362
8250,59,113700,110,1600,19,1065,3481,1134225,361,8627.70044269368,-377.70044269368
9950,67,113118,86,1300,69,1020,4489,1040400,4761,7573.75976489175,2376.24023510825
8250,59,112827,86,1300,69,1040,3481,1081600,4761,8631.23264474398,-381.232644743977
9950,68,112116,110,1600,85,1070,4624,1144900,7225,8749.25065459267,1200.74934540733
10500,66,112000,110,1600,85,1065,4356,1134225,7225,8819.14945977454,1680.85054022546
7950,62,112000,72,2000,64,1135,3844,1288225,4096,8485.00640223398,-535.006402233977
9750,65,111769,110,1600,85,1065,4225,1134225,7225,8908.21303996942,841.786960030577
9250,61,110853,110,1600,85,1070,3721,1144900,7225,9381.42291834322,-131.42291834322
9500,68,110287,110,1600,69,1050,4624,1102500,4761,8260.17591220857,1239.82408779143
9950,62,109547,110,1600,85,1075,3844,1155625,7225,9407.06486997754,542.935130022464
7750,63,109230,110,1600,69,1050,3969,1102500,4761,8703.93870224991,-953.93870224991
9500,68,109150,110,1600,85,1075,4624,1155625,7225,8894.82918216533,605.170817834665
9950,67,108793,110,1600,69,1035,4489,1071225,4761,8104.24937308565,1845.75062691435
9750,64,106784,110,1600,19,1050,4096,1102500,361,7991.23664013898,1758.76335986102
9750,58,105942,86,1300,69,1040,3364,1081600,4761,8840.2297275176,909.770272482398
5950,59,105000,86,1300,19,1015,3481,1030225,361,7687.3630005027,-1737.3630005027
8500,62,105000,86,1300,69,1040,3844,1081600,4761,8468.50282177579,31.4971782242101
8495,68,104299,110,1600,85,1085,4624,1177225,7225,9174.5997980937,-679.599798093705
9250,67,104000,86,1300,69,1020,4489,1040400,4761,7718.44855558151,1531.55144441849
6900,68,104000,86,1300,19,1015,4624,1030225,361,6897.76359808568,2.23640191431787
8950,58,103458,86,1300,69,1025,3364,1050625,4761,8630.24826360554,319.751736394457
9500,63,103400,110,1600,85,1075,3969,1155625,7225,9413.06274372534,86.937256274663
9250,63,102807,86,1300,85,1055,3969,1113025,7225,8821.72999029166,428.270009708342
9895,68,102494,110,1600,85,1090,4624,1188100,7225,9307.52240813672,587.477591863279
9950,57,102300,72,2000,185,1135,3249,1288225,34225,9464.43751456883,485.562485431166
7950,61,102106,110,1600,69,1050,3721,1102500,4761,9002.12631304968,-1052.12631304968
8750,68,101889,110,1600,85,1075,4624,1155625,7225,9010.0502075216,-260.050207521601
8250,57,101791,72,2000,185,1115,3249,1243225,34225,8997.72068304882,-747.720683048816
8950,63,101469,110,1600,85,1065,3969,1134225,7225,9248.60200040041,-298.602000400411
8950,68,101001,110,1600,85,1075,4624,1155625,7225,9024.14141679255,-74.1414167925486
8950,61,100748,110,1600,85,1070,3721,1144900,7225,9541.7738977159,-591.773897715897
8950,65,100550,110,1600,85,1075,4225,1155625,7225,9281.3442809441,-331.344280944099
9450,67,99781,110,1600,85,1085,4489,1177225,7225,9327.59307767884,122.406922321161
8950,59,98658,86,1300,69,1020,3481,1040400,4761,8527.38635936217,422.613640637828
9250,65,98500,110,1600,85,1075,4225,1155625,7225,9313.87466270699,-63.8746627069868
8750,64,98291,86,1300,69,1000,4096,1000000,4761,7767.30821791069,982.691782089311
9950,61,97648,110,1600,85,1065,3721,1134225,7225,9494.37602536466,455.623974635337
9950,61,97425,110,1600,85,1075,3721,1155625,7225,9693.01747225899,256.982527741011
9900,65,97173,86,1300,69,1015,4225,1030225,4761,7918.16381402252,1981.83618597748
8950,66,97046,86,1300,69,1000,4356,1000000,4761,7614.21931617241,1335.78068382759
8950,67,96000,110,1600,69,1050,4489,1102500,4761,8568.18836225305,381.811637746952
12250,60,96000,72,2000,185,1100,3600,1210000,34225,8454.47766517644,3795.52233482356
9250,67,95750,110,1600,85,1070,4489,1144900,7225,9090.25367228839,159.746327711609
10250,61,95147,110,1600,85,1050,3721,1102500,7225,9255.82739317729,994.172606822713
8950,68,95000,110,1600,69,1050,4624,1102500,4761,8502.75734928627,447.242650713732
7999,65,95000,110,1600,69,1050,4225,1102500,4761,8752.80352944998,-753.803529449975
9900,66,94606,110,1600,85,1065,4356,1134225,7225,9095.16578191293,804.834218087073
8250,63,94504,86,1300,69,1000,3969,1000000,4761,7916.89857879645,333.101421203549
10500,65,93428,110,1600,85,1075,4225,1155625,7225,9394.35958773205,1105.64041226795
8450,65,93408,86,1300,69,1015,4225,1030225,4761,7977.90863711387,472.091362886132
9900,68,93296,110,1600,85,1090,4624,1188100,7225,9453.48067713918,446.519322860824
10500,62,93098,110,1600,85,1075,3844,1155625,7225,9668.08547954718,831.914520452823
8500,67,92922,72,2000,185,1100,4489,1210000,34225,7876.84582444858,623.154175551424
9500,61,92498,110,1600,69,1050,3721,1102500,4761,9154.59065840473,345.40934159527
9450,65,92226,110,1600,85,1065,4225,1134225,7225,9218.33072328266,231.669276717343
9900,68,91505,72,2000,185,1115,4624,1243225,34225,8153.94152995841,1746.05847004159
8250,64,91333,110,1600,69,1050,4096,1102500,4761,8898.44043802097,-648.440438020971
8750,65,91246,86,1300,69,1015,4225,1030225,4761,8012.21628851454,737.783711485464
9500,58,91000,110,1600,85,1075,3364,1155625,7225,10088.0525611715,-588.052561171515
8450,68,90727,110,1600,69,1050,4624,1102500,4761,8570.56335966325,-120.563359663251
8490,62,90000,110,1600,69,1050,3844,1102500,4761,9100.63521776886,-610.635217768857
8750,60,89576,110,1600,69,1035,3600,1071225,4761,9035.66895108357,-285.668951083568
9750,64,89145,86,1300,69,1025,4096,1050625,4761,8289.65669198976,1460.34330801024
9950,63,89000,110,1600,85,1085,3969,1177225,7225,9844.36146475313,105.63853524687
8500,68,88807,110,1600,69,1050,4624,1102500,4761,8601.03083916801,-101.030839168012
8450,63,88685,110,1600,85,1070,3969,1144900,7225,9548.05479173785,-1098.05479173785
7900,62,88667,110,1600,69,1040,3844,1081600,4761,8945.90974566769,-1045.90974566769
8750,57,88480,110,1600,69,1050,3249,1102500,4761,9613.22215891673,-863.222158916731
7950,61,88127,86,1300,69,1015,3721,1030225,4761,8423.79426895597,-473.794268955975
6900,62,88000,86,1300,69,1020,3844,1040400,4761,8409.58020018459,-1509.58020018459
8150,65,87821,86,1300,69,1015,4225,1030225,4761,8066.56582877692,83.4341712230753
10995,59,87654,86,1300,85,1065,3481,1134225,7225,9628.07605213971,1366.92394786029
8900,59,86888,110,1600,69,1050,3481,1102500,4761,9436.9503315196,-536.950331519598
9500,59,86871,86,1300,69,1040,3481,1081600,4761,9043.11488329888,456.885116701123
8950,68,86714,110,1600,69,1035,4624,1071225,4761,8373.31002703592,576.689972964083
11500,65,85889,110,1600,85,1065,4225,1134225,7225,9318.88927412725,2181.11072587275
10450,62,85000,110,1600,69,1050,3844,1102500,4761,9179.97761231249,1270.02238768751
10500,60,85000,86,1300,69,1025,3600,1050625,4761,8725.71267117445,1774.28732882555
9250,68,84976,110,1600,69,1035,4624,1071225,4761,8400.88944337928,849.110556620715
10950,65,84558,110,1600,19,1120,4225,1254400,361,9702.94509940231,1247.05490059769
10450,62,84549,110,1600,85,1075,3844,1155625,7225,9803.74510573787,646.254894262127
9250,68,84482,110,1600,85,1075,4624,1155625,7225,9286.2728198858,-36.272819885804
8750,62,83908,110,1600,85,1070,3844,1144900,7225,9715.40418158898,-965.404181588981
8750,67,83560,86,1300,69,1015,4489,1030225,4761,7965.4347291188,784.565270881202
9800,68,83000,107,1600,85,1100,4624,1210000,7225,9732.13239387733,67.8676061226706
8250,64,82723,86,1300,69,1015,4096,1030225,4761,8234.91053066631,15.0894693336923
10450,62,82421,110,1600,85,1065,3844,1134225,7225,9642.41045275796,807.589547242036
9750,58,82254,110,1600,69,1050,3364,1102500,4761,9610.22746826968,139.772531730319
8950,61,82115,110,1600,85,1055,3721,1113025,7225,9553.44818080072,-603.44818080072
7450,65,82000,86,1300,69,1015,4225,1030225,4761,8158.93624450462,-708.93624450462
8450,68,81965,86,1300,69,1035,4624,1071225,4761,8230.44237549778,219.55762450222
8250,66,81250,110,1600,19,1050,4356,1102500,361,8223.57722261475,26.4227773852508
10950,65,81192,110,1600,85,1065,4225,1134225,7225,9393.42351956154,1556.57648043846
8950,61,81170,110,1600,69,1040,3721,1081600,4761,9158.47063299629,-208.47063299629
8750,66,81083,86,1300,69,1015,4356,1030225,4761,8088.08967809696,661.910321903038
10450,61,80714,110,1600,85,1075,3721,1155625,7225,9958.19562330271,491.80437669729
10950,57,80470,110,1600,85,1085,3249,1177225,7225,10559.7321091553,390.267890844696
8450,65,80439,110,1600,69,1035,4225,1071225,4761,8722.93091235189,-272.930912351891
9950,59,80430,110,1600,85,1065,3481,1134225,7225,9960.93700165203,-10.9370016520279
9950,68,80426,110,1600,85,1055,4624,1113025,7225,8968.11966678873,981.880333211271
8750,62,80265,86,1300,69,1015,3844,1030225,4761,8454.9573491865,295.042650813495
9950,65,80153,110,1600,85,1070,4225,1144900,7225,9506.501026116,443.498973883999
9500,68,80121,110,1600,85,1070,4624,1144900,7225,9256.96263727737,243.037362722634
8250,65,80086,110,1600,69,1035,4225,1071225,4761,8728.53248540667,-478.532485406671
10950,62,80000,110,1600,85,1075,3844,1155625,7225,9875.93081629367,1074.06918370633
7950,60,80000,86,1300,19,1015,3600,1030225,361,7986.38160257953,-36.381602579534
8250,65,80000,86,1300,19,1015,4225,1030225,361,7528.65327205882,721.346727941179
9895,67,79858,110,1600,69,1040,4489,1081600,4761,8648.45919431122,1246.54080568878
9130,67,79762,86,1300,69,1015,4489,1030225,4761,8025.70321201415,1104.29678798585
10950,59,79660,86,1300,85,1065,3481,1134225,7225,9754.92867253607,1195.07132746393
10500,60,79150,110,1600,85,1075,3600,1155625,7225,10078.6580601116,421.341939888449
8900,61,79000,110,1600,69,1050,3721,1102500,4761,9368.78338671472,-468.783386714716
9500,57,78955,86,1300,69,1045,3249,1092025,4761,9457.24205432285,42.7579456771491
10950,59,78750,90,1975,210,1155,3481,1334025,44100,10616.971384845,333.028615154997
7950,68,78521,86,1300,69,1015,4624,1030225,4761,7964.09650246437,-14.0965024643692
7950,64,78356,86,1300,69,1015,4096,1030225,4761,8304.20817806071,-354.208178060708
7950,65,78076,86,1300,69,1015,4225,1030225,4761,8221.20415574246,-271.20415574246
9500,61,78063,107,1600,85,1100,3721,1210000,7225,10422.6054491385,-922.605449138538
10950,67,77821,110,1600,85,1075,4489,1155625,7225,9473.27224977233,1476.72775022767
9750,68,77695,110,1600,69,1035,4624,1071225,4761,8516.42783831372,1233.57216168628
9750,65,77500,110,1600,69,1050,4225,1102500,4761,9030.50191035269,719.49808964731
9450,63,77457,110,1600,85,1055,3969,1113025,7225,9442.22298850355,7.77701149644963
8950,68,77029,86,1300,69,1015,4624,1030225,4761,7987.77227299619,962.227727003815
8950,68,77008,86,1300,69,1015,4624,1030225,4761,7988.10551105326,961.894488946736
8900,66,76791,110,1600,85,1070,4356,1144900,7225,9474.45289064017,-574.45289064017
9950,61,76700,86,1300,69,1035,3721,1071225,4761,8926.12029184106,1023.87970815894
8750,67,76569,86,1300,69,1020,4489,1040400,4761,8153.73680052679,596.263199473212
8950,59,76162,110,1600,85,1075,3481,1155625,7225,10223.7664457321,-1273.76644573215
8990,65,76155,110,1600,69,1035,4225,1071225,4761,8790.91147599687,199.088524003135
8950,61,75609,86,1300,69,1015,3721,1030225,4761,8622.43588793541,327.564112064592
8950,62,75569,72,2000,185,1120,3844,1254400,34225,9041.17186236629,-91.171862366291
9950,67,75429,110,1600,85,1065,4489,1134225,7225,9316.12687522433,633.873124775671
9900,68,75000,110,1600,85,1075,4624,1155625,7225,9436.73773689834,463.262263101662
8950,65,75000,86,1300,19,1015,4225,1030225,361,7607.99566660245,1342.00433339755
8950,62,75000,110,1600,85,1070,3844,1144900,7225,9856.76059170791,-906.760591707907
9500,66,74963,107,1600,85,1085,4356,1177225,7225,9705.70817414189,-205.70817414189
7950,68,74889,86,1300,69,1015,4624,1030225,4761,8021.73081786086,-71.730817860861
7750,68,74875,110,1600,85,1070,4624,1144900,7225,9340.20867763255,-1590.20867763255
8950,63,74747,110,1600,85,1075,3969,1155625,7225,9867.74226989707,-917.742269897071
11950,60,74720,110,1600,85,1085,3600,1177225,7225,10351.7480464193,1598.25195358066
8950,62,74457,110,1600,85,1075,3844,1155625,7225,9963.88979488474,-1013.88979488474
11950,60,74337,86,1300,69,1035,3600,1071225,4761,9059.26164329797,2890.73835670203
8950,68,74308,110,1600,69,1050,4624,1102500,4761,8831.10791486563,118.892085134368
9950,64,74193,110,1600,69,1050,4096,1102500,4761,9170.42616651654,779.573833483464
8250,65,74179,110,1600,69,1050,4225,1102500,4761,9083.20112880857,-833.201128808567
8995,67,73936,86,1300,69,1050,4489,1102500,4761,8700.08342301951,294.916576980493
9995,61,73894,110,1600,85,1065,3721,1134225,7225,9871.31587336254,123.684126637459
9250,64,73500,110,1600,69,1050,4096,1102500,4761,9181.42302240029,68.5769775997142
10950,64,73376,110,1600,85,1070,4096,1144900,7225,9701.48890409312,1248.51109590688
8900,64,73300,86,1300,69,1015,4096,1030225,4761,8384.43920742323,515.560792576773
9500,58,73172,110,1600,85,1075,3364,1155625,7225,10370.9558031563,-870.955803156279
9950,58,72928,110,1600,85,1075,3364,1155625,7225,10374.82771201,-424.827712010012
7950,67,72880,86,1332,69,1015,4489,1030225,4761,8073.65853606197,-123.658536061975
8250,63,72522,110,1600,69,1050,3969,1102500,4761,9286.43882603143,-1036.43882603143
9450,64,72000,86,1300,69,1015,4096,1030225,4761,8405.06823000457,1044.93176999543
7950,57,72000,86,1300,69,1015,3249,1030225,4761,9074.57718057374,-1124.57718057374
9500,59,71366,110,1600,85,1065,3481,1134225,7225,10104.7688944807,-604.768894480718
8950,65,71317,110,1600,69,1050,4225,1102500,4761,9128.61671544535,-178.616715445347
10950,62,71000,110,1600,85,1070,3844,1144900,7225,9920.23450734282,1029.76549265718
8950,60,70954,110,1600,69,1050,3600,1102500,4761,9592.10530380992,-642.105303809923
9450,63,70908,86,1300,69,1035,3969,1071225,4761,8832.88995462638,617.110045373618
8000,58,70560,110,1600,69,1050,3364,1102500,4761,9795.79346062833,-1795.79346062833
9900,67,70552,110,1600,85,1075,4489,1155625,7225,9588.62022295986,311.379777040142
8950,62,70500,110,1600,69,1035,3844,1071225,4761,9149.13701800097,-199.137018000965
10900,60,70453,72,2000,185,1135,3600,1288225,34225,9670.5731459139,1229.4268540861
9450,59,70218,110,1600,69,1050,3481,1102500,4761,9701.47787492807,-251.477874928067
8450,64,70116,110,1600,69,1035,4096,1071225,4761,8974.18841653936,-524.18841653936
9500,65,70068,110,1600,85,1075,4225,1155625,7225,9765.04725503989,-265.047255039894
10500,67,70000,107,1587,19,1065,4489,1134225,361,8522.8104830344,1977.1895169656
6950,68,70000,86,1300,69,1015,4624,1030225,4761,8099.31181124562,-1149.31181124562
9750,68,69103,110,1600,69,1035,4624,1071225,4761,8652.7698090975,1097.2301909025
6950,58,69022,86,1300,69,1035,3364,1071225,4761,9341.03858482622,-2391.03858482622
9650,67,69000,110,1600,85,1065,4489,1134225,7225,9418.14532612853,231.85467387147
9950,68,68865,110,1600,85,1065,4624,1134225,7225,9338.9880789057,611.011921094299
9250,58,68723,86,1300,69,1025,3364,1050625,4761,9181.43987850015,68.5601214998533
8950,63,68453,110,1600,85,1070,3969,1144900,7225,9869.10585701921,-919.105857019205
9900,63,68238,86,1300,69,1050,3969,1102500,4761,9136.19233180074,763.807668199257
10995,63,68153,110,1600,85,1085,3969,1177225,7225,10175.1716445633,819.828355436655
10500,65,68000,110,1600,85,1075,4225,1155625,7225,9797.86326942314,702.136730576864
8950,65,68000,86,1300,69,1015,4225,1030225,4761,8381.09494922679,568.90505077321
9750,67,67762,110,1600,85,1065,4489,1134225,7225,9437.79050301753,312.209496982474
10950,68,67146,110,1600,85,1075,4624,1155625,7225,9561.36877024748,1388.63122975252
9750,67,67110,86,1300,69,1035,4489,1071225,4761,8547.46812156242,1202.53187843758
9950,59,67010,110,1600,85,1065,3481,1134225,7225,10173.8919886071,-223.89198860714
10500,65,67003,110,1600,69,1035,4225,1071225,4761,8936.13979496953,1563.86020503047
10400,68,66785,86,1300,69,1045,4624,1092025,4761,8643.35911549649,1756.64088450351
8800,68,66550,86,1332,69,1010,4624,1020100,4761,8017.36344248272,782.636557517279
10500,61,66259,110,1600,85,1065,3721,1134225,7225,9992.47170983067,507.528290169334
9250,62,66082,110,1600,85,1070,3844,1144900,7225,9998.27568661593,-748.275686615934
7800,65,66000,86,1300,69,1015,4225,1030225,4761,8412.83190704424,-612.831907044238
9950,61,66000,110,1600,69,1050,3721,1102500,4761,9575.07361252816,374.926387471842
10750,63,65896,110,1600,85,1065,3969,1134225,7225,9813.09140062053,936.908599379471
10950,67,65785,110,1600,85,1075,4489,1155625,7225,9664.26526191776,1285.73473808224
9950,65,65513,110,1600,85,1070,4225,1144900,7225,9738.81555733975,211.184442660246
9950,59,65463,110,1600,85,1070,3481,1144900,7225,10295.0306824472,-345.030682447223
8100,68,65400,86,1300,69,1000,4624,1000000,4761,7951.7449811212,148.255018878798
9250,60,65259,110,1600,69,1050,3600,1102500,4761,9682.47629119511,-432.476291195115
7800,64,65000,110,1600,69,1050,4096,1102500,4761,9316.30509312445,-1516.30509312445
9000,68,65000,110,1600,85,1070,4624,1144900,7225,9496.90990685622,-496.909906856215
8950,57,65000,110,1600,69,1035,3249,1071225,4761,9724.88050520557,-774.880505205569
8950,62,64966,86,1300,69,1020,3844,1040400,4761,8775.09474336819,174.90525663181
9950,68,64950,110,1600,85,1075,4624,1155625,7225,9596.21594993105,353.784050068954
8500,60,64914,110,1600,85,1070,3600,1144900,7225,10206.0491067268,-1706.04910672679
7995,62,64797,110,1600,85,1075,3844,1155625,7225,10117.179301143,-2122.17930114304
8750,65,64772,110,1600,69,1050,4225,1102500,4761,9232.47590990296,-482.475909902958
9750,63,64690,86,1300,69,1020,3969,1040400,4761,8687.92877744286,1062.07122255714
10950,65,64630,110,1600,85,1070,4225,1144900,7225,9752.82742421616,1197.17257578384
9750,67,64613,110,1600,85,1085,4489,1177225,7225,9885.65574394092,-135.655743940924
8200,60,64383,86,1300,69,1015,3600,1030225,4761,8896.21956796036,-696.219567960357
8950,68,64000,110,1600,85,1075,4624,1155625,7225,9611.29100489433,-661.291004894332
9500,66,63881,86,1300,69,1015,4356,1030225,4761,8361.05925228487,1138.94074771513
10950,58,63870,72,2000,185,1135,3364,1288225,34225,9972.47131869842,977.528681301583
9750,66,63328,86,1300,85,1065,4356,1134225,7225,9373.27300734438,376.726992655616
9950,65,63000,86,1300,85,1065,4225,1134225,7225,9463.87582999341,486.124170006586
10450,61,63000,86,1300,69,1050,3721,1102500,4761,9404.45199137866,1045.54800862134
9850,65,62396,110,1600,69,1050,4225,1102500,4761,9270.17941579009,579.820584209909
9450,62,62377,110,1600,85,1075,3844,1155625,7225,10155.5810201022,-705.581020102154
10295,67,62316,110,1600,69,1050,4489,1102500,4761,9102.70220581458,1192.29779418542
9750,68,62292,110,1600,85,1065,4624,1134225,7225,9443.29159077276,306.70840922724
8950,65,62225,110,1600,69,1050,4225,1102500,4761,9272.89292568349,-322.892925683485
9900,68,62222,110,1600,85,1075,4624,1155625,7225,9639.50516039405,260.494839605954
8750,66,62135,86,1300,69,1035,4356,1071225,4761,8709.76253085458,40.2374691454243
9950,58,62024,110,1600,85,1075,3364,1155625,7225,10547.8576060308,-597.85760603077
8500,60,61977,86,1300,69,1015,3600,1030225,4761,8934.39912821476,-434.399128214758
9950,62,61930,110,1600,69,1035,3844,1071225,4761,9285.12988224875,664.870117751252
10950,57,61682,110,1600,69,1050,3249,1102500,4761,10038.4656567128,911.534343287225
9795,68,61568,110,1600,69,1035,4624,1071225,4761,8772.33879767475,1022.66120232525
8750,68,61504,110,1600,69,1035,4624,1071225,4761,8773.35438032491,-23.3543803249086
8250,65,61384,110,1600,69,1050,4225,1102500,4761,9286.23831644572,-1036.23831644572
9950,58,61343,110,1600,85,1075,3364,1155625,7225,10558.6640401676,-608.6640401676
9950,62,61254,110,1600,85,1075,3844,1155625,7225,10173.4013219167,-223.401321916654
10500,59,61166,110,1600,69,1050,3481,1102500,4761,9845.11934600986,654.880653990142
9750,62,61149,86,1300,69,1040,3844,1081600,4761,9164.35149040234,585.648509597657
11250,61,61144,110,1600,85,1090,3721,1188100,7225,10575.8143859014,674.185614098626
8900,59,61127,110,1600,69,1050,3481,1102500,4761,9845.73821668729,-945.738216687292
7950,60,61100,86,1300,69,1015,3600,1030225,4761,8948.31578421771,-998.315784217713
11500,68,61100,110,1600,85,1075,4624,1155625,7225,9657.30959372964,1842.69040627036
9450,57,61000,110,1600,69,1050,3249,1102500,4761,10049.2879593285,-599.287959328525
7995,65,60724,86,1300,69,1015,4225,1030225,4761,8496.55400176668,-501.554001766679
10995,59,60708,86,1300,69,1045,3481,1092025,4761,9545.25974315056,1449.74025684944
8950,61,60532,110,1600,69,1050,3721,1102500,4761,9661.84245520107,-711.842455201073
8250,67,60000,86,1300,69,1030,4489,1060900,4761,8577.16008476301,-327.160084763007
8950,66,60000,86,1300,69,1015,4356,1030225,4761,8422.64481892964,527.355181070365
8950,65,60000,86,1300,69,1015,4225,1030225,4761,8508.04278049659,441.957219503405
9500,62,59295,86,1300,69,1035,3844,1071225,4761,9108.71626629756,391.283733702436
7500,65,59264,86,1300,69,1015,4225,1030225,4761,8519.72198097342,-1019.72198097342
8950,63,59000,110,1600,69,1050,3969,1102500,4761,9501.01239783523,-551.012397835231
9950,63,59000,86,1300,19,1035,3969,1071225,361,8359.83187120824,1590.16812879176
9750,65,59000,110,1600,19,1075,4225,1155625,361,9135.38731393665,614.612686063349
9450,61,59000,110,1600,85,1070,3721,1144900,7225,10204.2511551974,-754.251155197404
9950,65,59000,110,1600,69,1050,4225,1102500,4761,9324.06877016412,625.931229835878
9750,68,58860,110,1600,85,1055,4624,1113025,7225,9310.33928293432,439.660717065684
8950,65,58829,110,1600,69,1050,4225,1102500,4761,9326.78228005752,-376.782280057516
8250,66,58654,110,1600,85,1070,4356,1144900,7225,9762.25949260774,-1512.25949260774
7750,65,58300,86,1300,69,1015,4225,1030225,4761,8535.01919464143,-785.019194641434
8950,60,58269,110,1600,69,1050,3600,1102500,4761,9793.39695876712,-843.39695876712
9950,64,58136,110,1600,85,1075,4096,1155625,7225,10041.8371417915,-91.8371417915059
9450,66,58113,107,1600,85,1085,4356,1177225,7225,9973.09204375393,-523.092043753926
12950,67,58058,110,1600,85,1065,4489,1134225,7225,9591.77822234781,3358.22177765219
9950,58,58000,110,1600,69,1050,3364,1102500,4761,9995.10155572193,-45.1015557219289
10495,62,58000,110,1600,85,1065,3844,1134225,7225,10029.934576188,465.065423812031
7950,68,57565,86,1300,69,1035,4624,1071225,4761,8617.6332608707,-667.633260870698
10500,63,57413,107,1600,85,1115,3969,1243225,7225,10901.0585343214,-401.058534321399
8950,65,57374,110,1600,85,1075,4225,1155625,7225,9966.48172630726,-1016.48172630726
9900,62,57179,110,1600,85,1075,3844,1155625,7225,10238.0653734697,-338.065373469713
9995,61,57169,110,1600,85,1065,3721,1134225,7225,10136.716183111,-141.716183110993
9950,63,57124,110,1600,85,1065,3969,1134225,7225,9952.28969760788,-2.28969760787913
9950,63,57000,110,1600,69,1050,3969,1102500,4761,9532.74935565269,417.250644347314
8250,67,57000,110,1600,69,1050,4489,1102500,4761,9187.05903969337,-937.059039693373
9950,63,57000,86,1300,69,1035,3969,1071225,4761,9053.58875928895,896.411240711048
8950,59,56259,86,1300,69,1015,3481,1030225,4761,9122.82846125618,-172.828461256177
10950,62,56209,107,1600,85,1080,3844,1166400,7225,10254.8353394867,695.164660513268
9250,67,56074,86,1300,69,1000,4489,1000000,4761,8181.03390729949,1068.96609270051
9950,63,55942,110,1600,85,1070,3969,1144900,7225,10067.6363966463,-117.636396646283
9995,57,55844,86,1300,69,1045,3249,1092025,4761,9823.97847038243,171.021529617574
8750,61,55747,86,1300,69,1020,3721,1040400,4761,9014.98115137761,-264.981151377611
10950,58,55478,86,1300,69,1045,3364,1092025,4761,9727.99449333025,1222.00550666975
10350,60,55085,107,1600,85,1105,3600,1221025,7225,10992.9228853949,-642.922885394948
9950,65,55061,110,1600,85,1070,4225,1144900,7225,9904.67289889376,45.327101106237
8950,65,55000,86,1300,69,1015,4225,1030225,4761,8587.38517504023,362.614824959768
10950,57,55000,110,1600,85,1075,3249,1155625,7225,10761.1096422184,188.890357781571
10950,63,54936,110,1600,85,1075,3969,1155625,7225,10182.1127055578,767.887294442151
8950,68,54875,110,1600,85,1070,4624,1144900,7225,9657.57825580707,-707.578255807066
8900,67,54847,110,1600,69,1050,4489,1102500,4761,9221.22387478386,-321.22387478386
10250,60,54554,110,1600,85,1065,3600,1134225,7225,10273.8563912529,-23.8563912529007
9450,61,54125,110,1600,69,1035,3721,1071225,4761,9502.57826108123,-52.5782610812348
9250,61,54000,110,1600,85,1055,3721,1113025,7225,9999.59046531956,-749.590465319556
10500,57,54000,110,1600,85,1075,3249,1155625,7225,10776.9781211272,-276.978121127157
7350,58,54000,86,1300,69,1035,3364,1071225,4761,9579.4148749931,-2229.4148749931
10250,57,54000,110,1600,19,1135,3249,1288225,361,11303.7893335821,-1053.78933358212
10250,62,53285,110,1600,85,1075,3844,1155625,7225,10299.8572303403,-49.8572303402925
11500,65,53053,110,1600,85,1075,4225,1155625,7225,10035.0494236719,1464.95057632813
8950,68,53000,110,1587,19,1075,4624,1155625,361,9005.43544851987,-55.4354485198674
7750,68,53000,86,1300,69,1015,4624,1030225,4761,8369.07595269397,-619.075952693969
9500,64,52968,110,1600,69,1050,4096,1102500,4761,9507.23463135425,-7.23463135425482
8450,67,52800,86,1300,69,1015,4489,1030225,4761,8453.54914035122,-3.5491403512242
8950,57,52548,110,1600,69,1050,3249,1102500,4761,10183.4083430651,-1233.40834306508
8400,60,52487,110,1600,69,1035,3600,1071225,4761,9624.21496532932,-1224.21496532932
9250,66,52383,86,1300,69,1015,4356,1030225,4761,8543.51502277741,706.484977222593
8900,61,52112,110,1600,69,1035,3721,1071225,4761,9534.52150912449,-634.521509124494
8750,58,51712,110,1600,69,1050,3364,1102500,4761,10094.8825511,-1344.8825511
10950,58,51421,110,1600,85,1105,3364,1221025,7225,11347.5585080598,-397.558508059841
8950,61,51235,86,1300,69,1000,3721,1000000,4761,8788.65235975214,161.347640247859
8950,65,51000,86,1300,69,1015,4225,1030225,4761,8650.85909067513,299.140909324866
8895,61,50925,110,1600,85,1070,3721,1144900,7225,10332.3891223854,-1437.38912238537
8750,59,50469,110,1600,85,1070,3481,1144900,7225,10532.9626552047,-1782.96265520467
